job_title,seniority_level,years_of_experience,education_level,field_of_study,gpa,industry,company_size,location,skills,num_skills,num_projects,num_publications,num_internships,has_leadership_experience,has_open_source_contributions,certifications,annual_salary_usd
Mobile Developer,Lead,8,Master,Computer Science,3.19,Retail,Medium (200-1000),"Atlanta, GA",Linux|Hadoop|Docker|C++|Java|Agile|Kubernetes,7,9,0,0,0,0,None,169023
Frontend Developer,Senior,4,Master,Statistics,3.84,E-commerce,Enterprise (5000+),Singapore,Data Visualization|Go|TensorFlow|Tableau,4,8,0,0,1,1,None,186671
AI Researcher,Senior,5,Bachelor,Physics,3.66,Healthcare,Small (50-200),"London, UK",CI/CD|Scrum|Deep Learning|Power BI|R|Docker|Hadoop,7,2,9,1,1,0,None,142060
Full Stack Developer,Lead,5,Bachelor,Statistics,3.2,Manufacturing,Large (1000-5000),"Austin, TX",Scala|Git|Go|JavaScript,4,3,0,0,1,1,CFA,171655
Data Scientist,Lead,8,Bachelor,Business Administration,3.63,Technology,Large (1000-5000),"Denver, CO",Spark|Machine Learning|TensorFlow|Deep Learning|Java|Scrum|Kubernetes,7,1,14,0,1,0,None,210831
ML Engineer,Principal,0,Master,Information Technology,2.9,Technology,Large (1000-5000),"Atlanta, GA",Communication|PyTorch|SQL,3,7,0,0,1,0,None,202932
UI/UX Designer,Principal,13,Master,Economics,3.1,Manufacturing,Medium (200-1000),"Austin, TX",Spark|Deep Learning|Java|Azure,4,8,0,2,0,1,AWS Certified,216006
Business Analyst,Junior,6,Bachelor,Business Administration,3.15,Consulting,Enterprise (5000+),Remote,Docker|Data Visualization|C++|GCP,4,2,0,0,1,1,None,142297
Mobile Developer,Senior,11,Bachelor,Statistics,3.61,Energy,Small (50-200),"Seattle, WA",Hadoop|Leadership|Scrum|JavaScript|C++|Python|Communication,7,6,0,0,1,0,Google Cloud Certified,174510
Network Engineer,Senior,3,Bachelor,Other,3.25,Finance,Enterprise (5000+),"Bangalore, India",Hadoop|Docker|Spark|Agile|Node.js|Kubernetes|NLP|C++,8,9,5,2,0,0,None,119629
Software Engineer,Staff,18,Master,Cognitive Science,3.04,Automotive,Large (1000-5000),"Boston, MA",C++|Python|Azure|Agile|Go|JavaScript,6,1,0,2,0,0,AWS Certified,258778
Data Scientist,Senior,27,Associate,Electrical Engineering,3.59,Government,Large (1000-5000),"Seattle, WA",Communication|Scrum|C++|SQL|Machine Learning,5,8,5,1,0,1,None,214533
DevOps Engineer,Senior,8,Master,Computer Science,3.46,Finance,Enterprise (5000+),"Toronto, Canada",Excel|TensorFlow|SQL|Go|Tableau|R|Python|Machine Learning,8,2,0,2,0,1,AWS Certified,199998
QA Engineer,Senior,9,Master,Other,4,Retail,Startup (<50),"Boston, MA",Node.js|React|Git|GCP,4,5,0,0,0,0,None,156589
Systems Analyst,Junior,2,Master,Other,3,Consulting,Startup (<50),"Toronto, Canada",PyTorch|R|Leadership,3,3,0,2,0,0,Data Science Certifications,75888
ML Engineer,Senior,6,MBA,Mechanical Engineering,3.2,Aerospace,Startup (<50),"Los Angeles, CA",Scala|React|GCP|SQL|CI/CD|R,6,6,0,1,1,0,PMP,160417
Business Analyst,Senior,1,Bachelor,Cognitive Science,3.01,Technology,Medium (200-1000),"Los Angeles, CA",Node.js|SQL|Kubernetes|React|Communication|Tableau|Agile|CI/CD,8,0,9,1,0,1,None,164498
UI/UX Designer,Principal,12,Bachelor,Business Administration,3.23,Media,Medium (200-1000),"New York, NY",Agile|PyTorch|Tableau|NLP|Power BI|JavaScript,6,6,0,2,0,0,Azure Certified,192911
Cloud Architect,Lead,4,Bachelor,Physics,3.21,Automotive,Medium (200-1000),"Denver, CO",Kubernetes|SQL|C++|Power BI|Git|Tableau,6,1,0,1,1,0,Scrum Master,155911
ML Engineer,VP,5,Master,Cognitive Science,3.55,Manufacturing,Startup (<50),"Berlin, Germany",Azure|Data Visualization|JavaScript|Git|Leadership|Scrum|Deep Learning,7,5,6,1,1,0,AWS Certified,252947
Database Administrator,Junior,8,Bachelor,Cognitive Science,3.76,Consulting,Enterprise (5000+),"Atlanta, GA",CI/CD|Azure|Excel|Agile,4,8,0,1,1,0,Multiple Certs,132218
DevOps Engineer,Principal,4,Master,Mathematics,2.81,Automotive,Small (50-200),Remote,Scala|Scrum|Data Visualization|Deep Learning|Kubernetes|R|Hadoop,7,5,0,2,1,1,Scrum Master,196234
Backend Developer,Principal,5,Associate,Electrical Engineering,3.32,Retail,Medium (200-1000),"London, UK",Power BI|TensorFlow|Spark|Go|Scrum|Docker,6,9,0,3,1,0,None,168286
Business Analyst,Mid-level,2,Associate,Statistics,2.83,Telecommunications,Enterprise (5000+),"Denver, CO",Power BI|Spark|React|Communication|SQL|Machine Learning|Leadership|Linux,8,2,0,0,0,1,Azure Certified,93340
DevOps Engineer,Lead,1,High School,Computer Science,4,Energy,Medium (200-1000),Remote,GCP|Docker|Go,3,7,0,0,0,1,None,147252
AI Researcher,Lead,11,PhD,Data Science,3.29,Technology,Medium (200-1000),"San Francisco, CA",JavaScript|Leadership|GCP|Node.js|Kubernetes|TensorFlow|CI/CD|Spark,8,3,0,1,1,0,None,241312
ML Engineer,Mid-level,5,Bachelor,Other,3.11,Healthcare,Large (1000-5000),"Atlanta, GA",Python|SQL|Tableau|Azure|C++|NLP,6,3,0,2,0,0,Scrum Master,125166
ML Engineer,Lead,15,Master,Computer Science,3.51,Retail,Enterprise (5000+),"Chicago, IL",Git|Linux|Power BI|C++|Tableau|Go|AWS,7,2,0,4,1,0,Google Cloud Certified,210394
Cloud Architect,Director,13,MBA,Other,3.21,Technology,Large (1000-5000),"Atlanta, GA",JavaScript|R|Leadership|Communication|Tableau|NLP|Git,7,1,0,2,0,1,AWS Certified,283799
Embedded Systems Engineer,Mid-level,17,Bachelor,Physics,3.45,Media,Large (1000-5000),Singapore,Power BI|GCP|NLP|Java|Communication|SQL|R|CI/CD,8,9,2,0,0,0,CFA,154964
ML Engineer,CTO/CXO,7,Bachelor,Statistics,2.99,Technology,Small (50-200),"Boston, MA",Deep Learning|Kubernetes|NLP|Azure|Python,5,0,0,1,1,0,None,344495
Full Stack Developer,Mid-level,11,Bachelor,Other,3.47,Education,Small (50-200),"Berlin, Germany",SQL|AWS|Hadoop|R|TensorFlow|Scala,6,8,0,1,0,1,None,102845
Backend Developer,Junior,1,Bachelor,Cognitive Science,3.04,Media,Large (1000-5000),"Austin, TX",C++|Leadership|Git|JavaScript|PyTorch|CI/CD|Azure|GCP,8,4,0,1,0,1,None,111670
Full Stack Developer,Junior,7,Bachelor,Other,3.75,Telecommunications,Large (1000-5000),Singapore,Agile|GCP|Git|Power BI,4,7,0,1,1,0,None,123152
QA Engineer,Mid-level,10,Bachelor,Business Administration,3.15,Automotive,Small (50-200),"Bangalore, India",Scala|Power BI|AWS|Python|Kubernetes,5,1,0,1,1,1,AWS Certified,98402
ML Engineer,Mid-level,0,Master,Mathematics,2.98,Pharmaceuticals,Medium (200-1000),"Toronto, Canada",GCP|Power BI|Hadoop|Tableau|Docker|Excel|Linux|Communication,8,8,0,1,0,0,None,101784
Network Engineer,Lead,4,Master,Statistics,3.7,Energy,Enterprise (5000+),"Boston, MA",Leadership|Scala|R|Data Visualization|Go|C++,6,5,0,1,0,1,Data Science Certifications,200467
Data Analyst,Junior,7,Master,Information Technology,3.7,Education,Small (50-200),"Austin, TX",Tableau|NLP|JavaScript|React|Hadoop|AWS,6,9,0,2,1,0,CFA,110140
Data Scientist,Senior,8,High School,Business Administration,3.09,Finance,Large (1000-5000),Remote,Go|Scrum|Python|Leadership,4,5,0,1,0,1,None,161724
Systems Analyst,Senior,4,Master,Mechanical Engineering,3.11,Technology,Medium (200-1000),"Los Angeles, CA",GCP|NLP|Python,3,5,4,1,0,1,Azure Certified,181613
Mobile Developer,Mid-level,9,Master,Business Administration,2.82,Retail,Startup (<50),"Bangalore, India",Leadership|Tableau|CI/CD|JavaScript,4,4,0,2,0,1,None,73771
UI/UX Designer,Junior,2,Bachelor,Mathematics,3.21,E-commerce,Small (50-200),"Berlin, Germany",Go|AWS|Excel|Power BI|Scala|R|PyTorch,7,1,0,1,1,0,Scrum Master,95847
Frontend Developer,Mid-level,3,Master,Physics,2.92,Media,Medium (200-1000),"New York, NY",Scrum|Node.js|Git|Docker|AWS|Scala|Java|PyTorch,8,4,8,1,1,0,CISSP,152383
Product Manager,Mid-level,4,Bachelor,Economics,3.64,Telecommunications,Large (1000-5000),"Bangalore, India",Machine Learning|Excel|Spark,3,4,0,2,0,0,Azure Certified,77055
UI/UX Designer,Lead,5,Master,Economics,3.61,E-commerce,Small (50-200),"London, UK",GCP|Tableau|PyTorch,3,8,0,2,0,0,CISSP,174131
QA Engineer,Mid-level,9,Master,Data Science,3.27,Government,Enterprise (5000+),"New York, NY",Tableau|R|Docker|NLP|Go,5,4,0,0,0,1,None,154535
Frontend Developer,Mid-level,15,Bachelor,Data Science,3.1,Manufacturing,Medium (200-1000),Singapore,AWS|Deep Learning|Excel|Power BI|Machine Learning|Scala|Spark|Scrum,8,2,5,2,0,0,AWS Certified,155323
Full Stack Developer,Junior,9,MBA,Electrical Engineering,3.03,Energy,Small (50-200),"Bangalore, India",AWS|C++|NLP,3,2,3,0,1,0,None,95883
Frontend Developer,Lead,15,Master,Other,3.01,Automotive,Medium (200-1000),"Berlin, Germany",Agile|Linux|Git|Excel|Tableau,5,3,0,0,0,0,AWS Certified,170647
Systems Analyst,Senior,7,Master,Economics,3.88,Consulting,Enterprise (5000+),"Denver, CO",Deep Learning|TensorFlow|Git|SQL|NLP,5,5,0,1,0,0,CFA,168949
Frontend Developer,Mid-level,5,Bachelor,Information Technology,3.16,Healthcare,Large (1000-5000),"Bangalore, India",Excel|TensorFlow|GCP|R|Git|Machine Learning,6,9,13,0,0,0,None,104607
UI/UX Designer,Lead,24,Bachelor,Electrical Engineering,3.1,Media,Medium (200-1000),"Chicago, IL",Communication|Java|Deep Learning|Go,4,7,0,1,1,0,PMP,214194
Product Manager,Lead,4,Master,Economics,2.35,Energy,Medium (200-1000),"Denver, CO",React|Kubernetes|NLP,3,5,0,1,1,1,Azure Certified,171567
Security Engineer,Mid-level,3,Bachelor,Other,3.6,Telecommunications,Large (1000-5000),"Berlin, Germany",Power BI|GCP|React,3,5,0,0,1,0,None,120106
Frontend Developer,Lead,12,Bachelor,Business Administration,3.57,Energy,Startup (<50),"Chicago, IL",Leadership|Scala|Git|C++|Data Visualization|React|Power BI,7,1,0,0,1,1,Google Cloud Certified,181656
Backend Developer,Mid-level,9,Bachelor,Electrical Engineering,3.14,E-commerce,Enterprise (5000+),"New York, NY",Tableau|Power BI|Docker,3,4,6,3,1,0,None,174808
Cloud Architect,Mid-level,0,Bachelor,Business Administration,3.42,Technology,Enterprise (5000+),"San Francisco, CA",Linux|Node.js|Power BI|Data Visualization|Machine Learning|Spark,6,1,3,0,0,1,None,152924
Data Analyst,Lead,1,Master,Electrical Engineering,2.46,Retail,Enterprise (5000+),"Chicago, IL",TensorFlow|AWS|Linux|Docker|Node.js,5,4,0,2,0,0,None,149919
Systems Analyst,Lead,3,PhD,Mathematics,3.69,Government,Large (1000-5000),"Atlanta, GA",Git|Go|Hadoop|AWS,4,6,2,3,1,0,CFA,189429
ML Engineer,Staff,7,Bachelor,Economics,3.34,E-commerce,Large (1000-5000),"Toronto, Canada",Node.js|Agile|Scrum|Linux|Git,5,8,0,1,0,1,Scrum Master,198480
Database Administrator,Senior,4,Bachelor,Statistics,2.98,Healthcare,Medium (200-1000),"New York, NY",R|Tableau|Deep Learning,3,7,0,1,1,0,CFA,158889
DevOps Engineer,Mid-level,4,Bachelor,Information Technology,4,Manufacturing,Medium (200-1000),"Los Angeles, CA",Tableau|Machine Learning|Java|TensorFlow|Deep Learning|Leadership,6,9,9,0,1,0,None,137936
ML Engineer,Staff,14,Bachelor,Statistics,3.6,Energy,Startup (<50),"Toronto, Canada",SQL|Git|Docker|Leadership|R|Node.js|Kubernetes|Python,8,2,5,1,0,0,PMP,190955
Backend Developer,Mid-level,4,Bachelor,Economics,4,Energy,Startup (<50),"Los Angeles, CA",React|Python|NLP|Go,4,8,0,1,1,0,PMP,135240
Product Manager,Director,10,MBA,Cognitive Science,3.19,Media,Startup (<50),"Seattle, WA",PyTorch|Agile|Scala|Kubernetes|Python,5,4,0,0,1,0,None,255240
DevOps Engineer,Mid-level,18,PhD,Data Science,3.69,Government,Small (50-200),"San Francisco, CA",Linux|Kubernetes|Tableau|Leadership|Python|CI/CD,6,1,4,5,1,1,None,206886
Database Administrator,Intern,7,MBA,Mechanical Engineering,3.19,Technology,Small (50-200),"Los Angeles, CA",Communication|Agile|Git|Azure,4,0,0,1,1,1,None,132854
Data Scientist,Mid-level,12,High School,Cognitive Science,3.86,Consulting,Large (1000-5000),"Austin, TX",React|Docker|Python|C++,4,8,0,1,0,0,AWS Certified,134929
ML Engineer,Senior,0,Master,Mathematics,3.11,Energy,Startup (<50),"San Francisco, CA",Communication|Linux|Scala|Node.js|R,5,9,0,0,1,0,CFA,156574
Backend Developer,Junior,8,Master,Cognitive Science,3.7,Aerospace,Large (1000-5000),"Seattle, WA",R|Scrum|SQL|Linux|Java|Deep Learning,6,6,14,1,0,1,Data Science Certifications,175551
UI/UX Designer,Senior,2,Master,Statistics,3.33,Media,Medium (200-1000),"London, UK",Linux|TensorFlow|Agile|Leadership,4,0,0,1,0,1,None,135498
Full Stack Developer,Mid-level,6,Master,Mathematics,2.88,Finance,Enterprise (5000+),"New York, NY",GCP|Node.js|AWS|Java|Kubernetes|Docker|Communication,7,2,0,3,0,1,Data Science Certifications,181237
Data Analyst,Intern,10,Bachelor,Statistics,3.85,Telecommunications,Large (1000-5000),"San Francisco, CA",React|Tableau|Hadoop,3,0,0,1,0,1,Data Science Certifications,130641
Business Analyst,Mid-level,8,Bachelor,Computer Science,3.2,Energy,Large (1000-5000),"New York, NY",CI/CD|JavaScript|PyTorch|Data Visualization|Java,5,9,0,1,1,0,PMP,161298
Cloud Architect,Mid-level,1,Bachelor,Economics,3.01,E-commerce,Large (1000-5000),"Denver, CO",Linux|React|Power BI|Git|Azure,5,7,0,0,1,1,PMP,127046
Software Engineer,Senior,7,Master,Physics,3.63,Pharmaceuticals,Medium (200-1000),"Seattle, WA",CI/CD|Scala|Excel,3,8,9,0,1,0,AWS Certified,192867
Database Administrator,Principal,3,Bachelor,Mechanical Engineering,3,Media,Large (1000-5000),"London, UK",NLP|Deep Learning|Tableau|SQL|React|Linux|Node.js,7,4,0,0,0,1,CISSP,185689
Full Stack Developer,Senior,3,PhD,Electrical Engineering,2.9,Technology,Large (1000-5000),"New York, NY",React|CI/CD|TensorFlow,3,3,0,1,1,0,Scrum Master,219237
Embedded Systems Engineer,Principal,15,Associate,Cognitive Science,2.84,Pharmaceuticals,Enterprise (5000+),"Austin, TX",React|Deep Learning|GCP|Data Visualization,4,9,0,1,0,0,CISSP,194550
Security Engineer,Mid-level,3,PhD,Electrical Engineering,2.97,Energy,Enterprise (5000+),"San Francisco, CA",Scrum|Git|Node.js|Kubernetes|Azure|Power BI|Hadoop,7,1,0,2,0,0,Google Cloud Certified,175143
Frontend Developer,Intern,5,Bachelor,Mechanical Engineering,3.19,Government,Large (1000-5000),"Chicago, IL",Go|Azure|CI/CD|Spark|Scrum|TensorFlow|Power BI,7,7,0,5,1,0,None,101262
Business Analyst,Director,11,Master,Other,3.54,Automotive,Enterprise (5000+),"Denver, CO",Python|Linux|Scrum|Spark|Machine Learning|JavaScript|Scala,7,7,0,2,1,1,None,273508
ML Engineer,Mid-level,5,Master,Mechanical Engineering,3.44,Finance,Medium (200-1000),"New York, NY",React|Scala|Machine Learning|Go|AWS|Python|Excel,7,2,0,5,1,1,None,173159
Backend Developer,Senior,6,Master,Business Administration,3.58,Healthcare,Small (50-200),"London, UK",JavaScript|NLP|Excel|Kubernetes|Go|SQL|Spark,7,4,0,1,1,0,None,165915
Backend Developer,Senior,5,Bachelor,Statistics,2.84,Automotive,Medium (200-1000),"Chicago, IL",Data Visualization|Docker|PyTorch|GCP|Kubernetes|Python,6,2,0,3,1,0,CISSP,158299
Data Analyst,Senior,7,MBA,Computer Science,3.1,Government,Enterprise (5000+),Remote,Kubernetes|SQL|Scrum,3,6,0,3,0,0,Google Cloud Certified,156854
Database Administrator,Staff,9,Master,Mechanical Engineering,3.16,Manufacturing,Large (1000-5000),"Austin, TX",Python|SQL|NLP|Tableau|Agile|GCP|Linux|Excel,8,8,14,0,1,1,None,240856
Frontend Developer,Staff,4,MBA,Other,3.35,Healthcare,Small (50-200),"Denver, CO",Git|Power BI|GCP|Java|Scala|Python,6,6,0,3,0,1,Google Cloud Certified,183854
Systems Analyst,CTO/CXO,13,Bachelor,Data Science,3.31,Automotive,Large (1000-5000),"New York, NY",AWS|GCP|Leadership|CI/CD|PyTorch|React|Machine Learning,7,1,0,0,0,0,AWS Certified,361333
Backend Developer,Senior,5,Master,Electrical Engineering,3.54,Retail,Large (1000-5000),"Bangalore, India",Scala|GCP|AWS|Python|Excel,5,0,0,1,0,1,PMP,110313
Database Administrator,Director,7,Bachelor,Statistics,2.5,E-commerce,Enterprise (5000+),"San Francisco, CA",Git|SQL|Power BI|Communication|Excel,5,0,0,1,0,0,None,258608
Data Scientist,Senior,9,Bachelor,Economics,3.14,Pharmaceuticals,Medium (200-1000),"Toronto, Canada",Go|Power BI|NLP|PyTorch|Scala|GCP|SQL|C++,8,7,0,1,1,1,PMP,154586
Full Stack Developer,Junior,17,Bachelor,Mechanical Engineering,3.67,Telecommunications,Enterprise (5000+),"San Francisco, CA",R|Spark|Scrum|GCP|JavaScript|Power BI|Data Visualization,7,1,0,0,0,1,None,172029
Security Engineer,Junior,2,Bachelor,Computer Science,3.41,Government,Medium (200-1000),"Seattle, WA",Tableau|Scrum|GCP|Azure|Git|Python|Docker,7,0,0,3,0,0,Google Cloud Certified,104546
Cloud Architect,Mid-level,5,Bachelor,Cognitive Science,3.74,Media,Large (1000-5000),Remote,Node.js|SQL|TensorFlow|NLP|Excel|Kubernetes|Scala,7,3,10,2,0,1,CFA,142908
Frontend Developer,Lead,15,Bachelor,Computer Science,3,Finance,Large (1000-5000),"Los Angeles, CA",Machine Learning|Scala|R|Power BI|JavaScript|CI/CD|Git,7,3,0,0,0,1,Scrum Master,218779
AI Researcher,Junior,9,Bachelor,Cognitive Science,3.03,Government,Enterprise (5000+),"London, UK",Data Visualization|CI/CD|JavaScript|Spark|Agile,5,3,6,1,0,0,None,125487
QA Engineer,Senior,12,Bachelor,Mathematics,2.75,Energy,Medium (200-1000),"Boston, MA",Tableau|Linux|GCP,3,6,0,2,0,1,Data Science Certifications,179192
Systems Analyst,CTO/CXO,1,Bachelor,Data Science,3.43,Government,Enterprise (5000+),"Chicago, IL",Kubernetes|JavaScript|Node.js,3,9,0,0,0,0,Google Cloud Certified,299223
Full Stack Developer,Principal,10,PhD,Electrical Engineering,2.93,Healthcare,Medium (200-1000),"London, UK",Hadoop|Machine Learning|Node.js|Leadership|C++|Docker|CI/CD|Spark,8,2,9,2,1,1,CFA,235498
UI/UX Designer,Senior,6,Master,Electrical Engineering,2.83,Manufacturing,Large (1000-5000),"Seattle, WA",TensorFlow|Docker|Node.js|GCP|Data Visualization|SQL|Tableau,7,6,0,1,1,0,Azure Certified,168923
QA Engineer,Junior,22,High School,Mathematics,3.95,E-commerce,Small (50-200),"Austin, TX",Agile|Hadoop|Leadership|Deep Learning|Linux|Python|C++,7,5,0,0,0,0,CFA,147245
DevOps Engineer,Intern,2,Master,Other,3.14,Telecommunications,Enterprise (5000+),"London, UK",Excel|Deep Learning|Agile,3,9,0,3,0,1,Scrum Master,103016
AI Researcher,Junior,5,Master,Computer Science,3.61,Energy,Enterprise (5000+),"Chicago, IL",GCP|Spark|Tableau|React|Docker|Hadoop|C++|Go,8,1,0,1,0,1,CFA,143363
Business Analyst,Mid-level,8,Associate,Statistics,3.64,Government,Large (1000-5000),"Austin, TX",Power BI|JavaScript|Linux|Hadoop|Communication,5,2,10,1,1,1,Scrum Master,128432
AI Researcher,Senior,3,Bachelor,Physics,2.93,Technology,Small (50-200),"Denver, CO",Deep Learning|Hadoop|Azure|NLP|TensorFlow|Linux|PyTorch|SQL,8,6,0,2,1,0,None,156001
Systems Analyst,Mid-level,1,Bachelor,Data Science,3.58,Education,Startup (<50),"Atlanta, GA",Scrum|Kubernetes|Node.js,3,8,0,2,0,1,Data Science Certifications,81595
UI/UX Designer,Junior,1,Master,Electrical Engineering,2.86,Aerospace,Startup (<50),"Austin, TX",Machine Learning|CI/CD|Linux|Python|R|Data Visualization,6,3,0,1,1,0,PMP,105425
Full Stack Developer,Junior,4,PhD,Mathematics,3,Aerospace,Large (1000-5000),"London, UK",Tableau|CI/CD|Scrum|R|Node.js|GCP|Spark,7,5,0,0,1,1,None,146829
Cloud Architect,Senior,3,Bachelor,Statistics,2.94,E-commerce,Large (1000-5000),"New York, NY",Scrum|Node.js|Docker|Agile|Machine Learning|Deep Learning,6,2,0,2,0,1,CISSP,172980
ML Engineer,Principal,5,PhD,Economics,3.41,Healthcare,Large (1000-5000),"Seattle, WA",Agile|GCP|Python|Linux,4,2,0,0,1,0,None,230579
Systems Analyst,Principal,6,PhD,Statistics,3.68,Consulting,Large (1000-5000),Remote,Linux|Scala|C++|PyTorch|GCP|Node.js,6,7,0,2,0,1,AWS Certified,242591
Full Stack Developer,Mid-level,27,Master,Information Technology,3.17,Government,Enterprise (5000+),"Berlin, Germany",Linux|Node.js|Communication|Java|Deep Learning|JavaScript|Hadoop,7,9,0,0,1,0,Google Cloud Certified,181844
Systems Analyst,Lead,8,Bachelor,Electrical Engineering,2.66,E-commerce,Medium (200-1000),"Bangalore, India",Agile|AWS|GCP|Kubernetes,4,6,11,1,1,0,AWS Certified,138532
DevOps Engineer,Senior,9,Master,Cognitive Science,3.27,Education,Medium (200-1000),"Los Angeles, CA",Scala|PyTorch|AWS|Leadership,4,3,0,3,0,1,Scrum Master,166338
Frontend Developer,VP,2,Master,Physics,3,E-commerce,Small (50-200),"Toronto, Canada",Git|Excel|CI/CD|SQL|Leadership|TensorFlow|Azure|Java,8,9,0,3,1,0,None,265927
Full Stack Developer,Senior,7,PhD,Computer Science,3.7,Manufacturing,Enterprise (5000+),"Bangalore, India",Tableau|Data Visualization|PyTorch|Go,4,6,0,0,0,1,PMP,124655
Data Analyst,Senior,10,Master,Mathematics,3.54,Manufacturing,Enterprise (5000+),"Seattle, WA",Java|R|CI/CD,3,2,0,0,0,0,PMP,191967
QA Engineer,Senior,10,Bachelor,Information Technology,2.65,E-commerce,Small (50-200),"Berlin, Germany",Data Visualization|Kubernetes|Scrum,3,5,0,1,0,1,None,138418
UI/UX Designer,Intern,3,Bachelor,Mechanical Engineering,3.97,Manufacturing,Small (50-200),"Atlanta, GA",React|GCP|Scala,3,3,0,0,0,0,None,64761
Data Analyst,Senior,8,Associate,Economics,3.45,Manufacturing,Large (1000-5000),"Los Angeles, CA",SQL|Git|Spark,3,4,0,1,0,1,AWS Certified,147052
QA Engineer,Principal,13,High School,Other,2.65,Media,Small (50-200),"Boston, MA",Communication|PyTorch|Power BI,3,1,0,1,1,1,Google Cloud Certified,184410
Data Analyst,Lead,6,Bachelor,Business Administration,2.75,Media,Small (50-200),"Seattle, WA",Git|PyTorch|Scrum,3,7,0,0,1,1,None,183136
Frontend Developer,VP,6,Master,Data Science,3.27,E-commerce,Enterprise (5000+),"Toronto, Canada",CI/CD|PyTorch|Spark|Agile,4,7,0,1,0,1,CISSP,288420
Business Analyst,Mid-level,11,Bachelor,Mathematics,3.02,Education,Large (1000-5000),"Bangalore, India",Data Visualization|Spark|Scala|CI/CD|Hadoop,5,9,0,2,0,0,CISSP,75425
ML Engineer,Mid-level,7,Bachelor,Computer Science,3.22,Finance,Small (50-200),"Chicago, IL",C++|React|Communication|JavaScript,4,1,0,2,0,0,None,119316
Backend Developer,Principal,4,Bachelor,Mechanical Engineering,2.96,Education,Medium (200-1000),"Atlanta, GA",NLP|Deep Learning|Data Visualization|Git|Leadership|JavaScript,6,2,0,1,0,1,None,159508
Cloud Architect,Junior,9,Bachelor,Electrical Engineering,3.49,Media,Small (50-200),Remote,Agile|GCP|Go|Excel|R|Node.js|Leadership|NLP,8,9,10,1,1,1,Google Cloud Certified,152373
Data Analyst,Junior,10,PhD,Electrical Engineering,3.24,Retail,Large (1000-5000),Singapore,AWS|Machine Learning|Docker|CI/CD,4,1,0,0,1,1,AWS Certified,143611
Business Analyst,Senior,12,PhD,Data Science,3.51,Technology,Small (50-200),"Seattle, WA",TensorFlow|SQL|Hadoop|Node.js|Agile,5,0,0,1,0,0,CISSP,191903
Cloud Architect,Principal,2,Master,Data Science,3.69,Retail,Medium (200-1000),Remote,R|CI/CD|AWS|Scala,4,1,0,0,1,0,Google Cloud Certified,174719
Product Manager,Senior,15,MBA,Economics,3.51,Media,Enterprise (5000+),"San Francisco, CA",Excel|C++|Python|PyTorch,4,0,0,1,0,1,PMP,202054
Full Stack Developer,CTO/CXO,14,Bachelor,Mathematics,3.41,Media,Large (1000-5000),"Austin, TX",Docker|Go|Excel|Deep Learning|TensorFlow|Machine Learning|Scala,7,8,0,0,1,1,Google Cloud Certified,363306
UI/UX Designer,Lead,3,Bachelor,Statistics,3.32,Telecommunications,Medium (200-1000),"Seattle, WA",Power BI|SQL|Git|Hadoop,4,8,0,0,0,0,CFA,159104
Backend Developer,Lead,11,PhD,Statistics,3.78,Finance,Enterprise (5000+),"Atlanta, GA",Kubernetes|React|Communication|R|Agile|GCP|NLP,7,5,0,2,1,1,Data Science Certifications,229618
Security Engineer,CTO/CXO,6,Bachelor,Economics,3.32,Automotive,Medium (200-1000),"Los Angeles, CA",JavaScript|Scala|Git|TensorFlow|GCP|Excel,6,5,0,0,1,1,None,341697
Systems Analyst,Senior,11,PhD,Data Science,3.93,Media,Large (1000-5000),Singapore,Kubernetes|Python|GCP|Hadoop|Spark|Go|PyTorch|Docker,8,0,14,2,0,1,CFA,226581
Database Administrator,Lead,6,Bachelor,Electrical Engineering,2.77,Manufacturing,Medium (200-1000),"Austin, TX",Data Visualization|Go|Kubernetes|Agile,4,1,0,1,0,1,Azure Certified,158806
QA Engineer,Mid-level,10,Master,Economics,3.07,Automotive,Medium (200-1000),"Austin, TX",Excel|Scala|JavaScript,3,0,0,1,0,1,Data Science Certifications,153700
Network Engineer,Senior,12,Master,Mechanical Engineering,3.32,Government,Medium (200-1000),"San Francisco, CA",Python|CI/CD|Power BI|AWS|Git,5,0,0,0,0,0,Scrum Master,171784
Network Engineer,Director,14,Master,Business Administration,2.95,Consulting,Large (1000-5000),"Berlin, Germany",Tableau|Spark|C++|JavaScript|Scala,5,7,3,0,0,1,Multiple Certs,252653
ML Engineer,Staff,17,Bachelor,Mathematics,3.07,Telecommunications,Medium (200-1000),"Atlanta, GA",CI/CD|Deep Learning|Linux|AWS|Node.js|Tableau|Agile|React,8,6,0,4,1,0,Google Cloud Certified,235946
Mobile Developer,Mid-level,6,Master,Electrical Engineering,2.88,Education,Enterprise (5000+),Singapore,Node.js|Communication|Git|Spark|AWS|Docker|Excel|React,8,7,0,1,0,0,PMP,149853
Cloud Architect,Mid-level,9,Bachelor,Other,2.92,Automotive,Large (1000-5000),"Los Angeles, CA",Tableau|Communication|SQL|Java|JavaScript|CI/CD|NLP|Linux,8,3,0,1,1,1,Azure Certified,169006
Product Manager,Staff,2,Bachelor,Cognitive Science,3.3,E-commerce,Enterprise (5000+),"San Francisco, CA",NLP|Node.js|PyTorch|Go|Leadership|Hadoop,6,2,0,1,0,0,None,217481
